1. Proceso,2. Nombre del Activo,3. Descripción,4. Tipo de Activo,5. Medio de Conservación del Activo,6. Propietario,7. Custodio,8. Respaldo,9. Ubicación,10. Valoracion de Activo - Confidencialidad,10. Valoracion de Activo - Integridad,10. Valoracion de Activo - Disponibilidad,11. ¿El Activo necesita de permisos especiales para acceder?,12. El activo contiene datos personales.,13. Verificar si el activo requiere cumplimiento legal,14. El activo requiere protección especial,15.¿El activo es para uso exclusivo del propietario o responsable?
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 11 - 2019, comprende el período de diciembre de 2019, contiene noticias sobre: El ambicioso plan del Meta para volverse la despensa agrícola del país; El departamento del Huila y la UPRA presentan el Plan de Ordenamiento Productivo y Social de la Propiedad Rural de los próximos 20 años; La Gobernación del Quindío y la UPRA presentan la Estrategia Departamental de Desarrollo Agropecuario de los próximos 20 años; VI Reunión de la Mesa de Estadísticas Agropecuarias; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-11,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 1 - 2020, comprende el período de marzo de 2020, contiene noticias sobre: Análisis y seguimiento al abastecimiento de alimentos realiza la upra en la Cuarentena Nacional; Continúa disminución de precios de alimentos, específicamente en frutas y papa; Infografías de los boletines de precios de los alimentos en redes sociales; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-01,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 2 - 2020, comprende el período de abril de 2020, contiene noticias sobre: ¿Sabía que en Bogotá se pueden cultivar truchas?; Doce alimentos hacen parte de los 26 productos que serán vigilados durante la cuarentena; Durante la cuarentena, medidas de impacto al sector agropecuario de Colombia; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin--8,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 3 - 2020, comprende el período de mayo de 2020, contiene noticias sobre: Avanza la formulación del Plan de Ordenamiento Productivo de la cadena láctea en Colombia; #BoletinesdeAbastecimiento: dónde y cómo consultar la variación de precios de los alimentos; Frontera agrícola colombiana: desarrollo agropecuario y protección ambiental; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin--9,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 5 - 2020, comprende el período de julio de 2020, contiene noticias sobre: MinAgricultura y UPRA activan tablero en línea para entregar información sobre disponibilidad de productos agropecuarios; En el Día Mundial del Cacao, un reconocimiento a las regiones cacaocultoras; Sipra, una herramienta para aprovechar el boom del aguacate Hass; Inicia operación de las evaluaciones agropecuarias municipales (EVA 2019-2020); Sipra, una herramienta al servicio de entidades públicas; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-13,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 6 - 2020, comprende el período de agosto de 2020, contiene noticias sobre: UPRA inicia capacitación con Cundinamarca, Caldas y Nariño para la operación evaluaciones agropecuarias municipales (EVA 2019-2020); La UPRA socializa avances del Plan de Ordenamiento de la Cadena Láctea 2020-2039; Gobierno nacional y sector maicero avanzan en la construcción del futuro del maíz de Colombia; Frontera agrícola: apunta a disminuir la pérdida de ecosistemas de importancia ambiental; «Todos ganan»: Ministerio de Agricultura y sector lácteo pasan a la siguiente fase del Plan de Ordenamiento Productivo 2020-2039; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-14,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 7 - 2020, comprende el período de septiembre de 2020, contiene noticias sobre: Con nuevos mercados y una estrategia a 2039, la cadena cárnica en Colombia se hace más competitiva y sostenible; La UPRA inicia la caracterización de usuarios 2020; Mesa de Estadísticas Agropecuarias identificó 105 necesidades de información en el sector; El potencial cacaotero de Colombia se confirma con el mapa de zonificación y la tienda «Federación Chocolate»; Tableros de control: las herramientas de la UPRA para monitorear el sector agropecuario; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-15,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 8 - 2020, comprende el período de octubre de 2020, contiene noticias sobre: UPRA presentó soluciones alternativas de acceso al agua para mejorar la productividad de la agricultura familiar; UPRA prepara una nueva versión de la zonificación de aptitud para granjas avícolas; Empoderamiento, desarrollo y equidad para las mujeres rurales de Colombia; Balance de las Evaluaciones Agropecuarias Municipales - #eva 2020; Denominación de origen: arroz de la meseta de Ibagué; Noticias del sector; Así ven los medios a la UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-16,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 1 - 2021, comprende el período de abril de 2021, contiene noticias sobre: Presentación del mapa de zonificación de caña de azúcar para la producción de panela en Colombia; las mueres rurales cuentan y cartas del paisaje agropecuario en la Orinoquia.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-19,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 2 - 2021, comprende el período de mayo de 2021, contiene noticias sobre: Avances del plan de ordenamiento productivo de la cadena del cultivo del maíz en Colombia; Informalidad en la tenencia de la tierra: escenario nacional y Agendas sectoriales departamentales.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-20,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 3 - 2021, comprende el período de junio de 2021, contiene noticias sobre: Identificación de zonas aptas para el cultivo de algodón en Colombia. Sin campo no hay ciudad; Avances en la formulación del Plan de ordenamiento productivo de la cadena láctea y En el mes del Campesino, Gobierno nacional sigue apostando por la reactivación del campo y destacó el agro como uno de lo motores de la economía.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-21,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 4 - 2021, comprende el período de julio de 2021, contiene noticias sobre: Bolckchain la tecnología que usará la UPRA para conocer la dinámica de precios del sector panelero en Colombia; La UPRA hace parte del libro Gobierno en Mapas, de Esri Colombia y Hacia la consolidación del modelo de ocupación regional sostenible.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-22,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines,"Boletín 5 - 2021, comprende el período de agosto de 2021, contiene noticias sobre: Maíz, el Ministerio de Agricultura con el apoyo técnico de la UPRA, presenta los resultados preliminares del análisis prospectivo de la cadena de maíz; Ministerio de Agricultura a través de la UPRA presentó de la evaluación de tierras para 30 tipos de utilización de la tierra en las islas de Providencia y Santa Catalina y Gobernación del Meta y UPRA firman convenio para orientar la planificación del ordenamiento territorial agropecuario.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/sala-de-prensa/boletines/-/asset_publisher/c1CXlYUzO4oZ/content/zona-upra-boletin-23,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Calendario de eventos UPRA,Presenta información sobre los eventos que se realizarán durante en los cuales la UPRA tiene presencia.,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/web/guest/atencion-al-ciudadano/transparencia-y-acceso-a-informacion-publica/calendario-eventos,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,UPRA niños,Espacio en el sitio web en el cual se brinda información para los niños y niñas relacionada con la misión de la entidad.,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/web/guest/atencion-al-ciudadano/upra-para-ninos,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Boletines e infografías de abastecimiento,"Presenta información priorizada y significativa del sector agropecuario, como insumo para los grupos de valor de la Unidad de Planificación Rural Agropecuaria - UPRA.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/web/guest/boletines-de-abastecimiento-de-alimentos,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Podcast,"Presenta en formato audio las emisiones de los podcast realizados por la UPRA, relacionados con la planificación del ordenamiento del territorio agropecuario y la gestión de información agropecuaria.",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/web/guest/podcast,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Agendas sectoriales departamentales,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/20200911_Agendas_Sectoriales_Dptales,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Análisis de experiencias internacionales en ordenamiento social de la propiedad: los casos de México, Brasil y Argentina",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/web/guest/publicaciones/-/asset_publisher/eFC4RXaTGjbJ/content/analisis-de-experiencias-internacionales-en-el-ordenamiento-social-de-la-propiedad-casos-mexico-brasil-y-argentina#page/4,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Análisis de la distribución de la propiedad rural en Colombia: resultados 2015,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/An%C3%A1lisis+de+la+distribuci%C3%B3n+de+la+propiedad+rural+en+Colombia+resultados+2015,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Análisis de los conflictos de ordenamiento territorial y productivo que afectan el eficiente uso del suelo rural,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Conflictos_ordenamiento,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Análisis distribución propiedad rural en Colombia,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Distribuci%C3%B3n_propiedad_rural_Colombia,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Atlas mercado de tierras,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Atlas_mercado_tierras,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Componente estratégico del ordenamiento productivo agropecuario,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Ordenamiento_productivo_agropecuario,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Contenidos del componente rural de los POT: Elementos para su comprensión e insumos para su formulación,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Componente_rural_POT,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Contexto para la planificación, gestión del desarrollo y ordenamiento territorial rural agropecuario",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Planificaci%C3%B3n_gesti%C3%B3n_desarrollo_OTA,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Contratos agropecuarios - conceptos,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Contratos_agropecuarios_conceptos,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Contratos agropecuarios - minutas,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Contratos_agropecuarios_minutas,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Cooperación internacional 2019-2022. Estrategia para conformar alianzas para la formulación de políticas públicas de gestión del territorio para usos agropecuarios,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/COOPERACI%C3%93N+INTERNACIONAL+2019-2022,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Criterios generales para la agricultura familiar,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Agricultura_familiar,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Cultivo comercial de aguacate Hass en Colombia zonas aptas a escala 1:100.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/CULTIVO+COMERCIAL+DE+AGUACATE+HASS,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Cultivo comercial de arroz secano mecanizado identificación de zonas aptas en Colombia, escala 1:100.000",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/01_cultivo_comercial_arroz_secano,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Cultivo comercial de cacao zonas aptas en Colombia a escala 1:100.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/ZONIFICACI%C3%93N+CACAO+OK,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Cultivo comercial de cebolla de bulbo identificación de zonas aptas para Colombia, escala 1:100.000",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Cultivo+comercial+de+cebolla,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Cultivo comercial de fresa identificación de zonas aptas en Colombia escala 1:100.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Cultivo_com_fresa,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Cultivo comercial de maíz tecnificado de clima cálido identificación de zonas aptas para Colombia, escala 1:100.000",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/01_cultivo_maiz,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Cultivo comercial de mango identificación de zonas aptas en Colombia escala 1:100.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Cultivo_com_mango,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Cultivo comercial de papa: Identificación de zonas aptas 1:100.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Zonificaci%C3%B3n_papa,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Definición de modelo territorial agropecuario y estrategia de ocupación y uso del territorio,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Modelo_territorial_agropecuario,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Disponibilidad de madera de plantaciones forestales con fines comerciales en Colombia. análisis de prospectiva 2015-2047,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Disponibilidad_madera_com,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Datos clave sobre la unidad agrícola familiar,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Datos_Unidad_Agr%C3%ADcola_Familiar,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Estructura del plan de ordenamiento social de la propiedad,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Plan_OSPR,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Evaluación de tierras para la zonificación con fines agropecuarios,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Evaluacion_tierras_nal,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Evaluación de tierras zonificación con fines agropecuarios - Tolima,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Zonificaci%C3%B3n_fines_agropecuarios_Tolima,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Gestión del territorio para usos agropecuarios,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Gesti%C3%B3n_territorio_usos_agropecuarios,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Evaluación de tierras Providencia y Santa Catalina,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Evaluaci%C3%B3n+de+tierras+Providencia+y+Santa+Catalina,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Evaluación de tierras para la zonificación con fines agropecuarios - Cauca,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Evaluacion_tierras_Cauca,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Formulación de unidades de planificación rural (UPR),Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Formulaci%C3%B3n_UPR,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Gestión del territorio para usos agropecuarios,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Gesti%C3%B3n_territorio_usos_agropecuarios,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Gobernanza de la tierra en Colombia propuesta conceptual y metodológica para su evaluación,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Gobernanza_tierra_Colombia,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Granjas avícolas comerciales: identificación de zonas aptas en Colombia, a escala 1:100.000",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/0/Zonificaci%C3%B3n_granjas_av%C3%ADcolas,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Guía para la etapa de administración, operación, mantenimiento y manejo integral de distritos ADT",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Distritos_adecuaci%C3%B3n_tierras,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Guía para la etapa de inversión en proyectos de ADT,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Inversi%C3%B3n_proyectos_adecuaci%C3%B3n_tierras,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Índice de informalidad,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/%C3%8Dndice_informalidad,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Informalidad de la tenencia de la tierra en Colombia 2019,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/001_informalidad_tenencias_tierras,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Informe técnico identificación de áreas potenciales, zona de interés de desarrollo rural, económico y social (Zidres)",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Informe_tec_identificacion_Zidres,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,La gestión del territorio para usos agropecuarios (GESTUA): enfoque desde la perspectiva constitucional,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Gestua,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Leyenda de usos agropecuarios del suelo,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Usos_agropecuarios_suelo,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Lineamientos para el observatorio de tierras rurales,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/001_lineamiento_observatorio_tierras_rurales,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Lineamientos para la implementación de la estrategia de ordenamiento territorial agropecuario en los planes de ordenamiento territorial municipales,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Estrategia_OTA_POT,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Lineamientos para la implementación de la estrategia de ordenamiento territorial rural y agropecuario en los planes estratégicos metropolitanos de ordenamiento territorial,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Estrategia_OTA_ordenamiento_territorial,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Manual de normas técnicas básicas para la realización de proyectos de adecuación de tierras,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Manual+de+normas+t%C3%A9cnicas+para+la+realizaci%C3%B3n+de+proyectos+de+adecuaci%C3%B3n+de+tierras,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Marco estratégico de la política nacional de adecuación de tierras,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Marco_polit_ADT,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,"Mecanismos de gestión y financiación del suelo rural, bases conceptuales",Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Mecanismo_gest_financ_suelo_rural_bases,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Mecanismos de gestión y financiamiento del suelo rural,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/Mecanismo_gest_financ_suelo_rural,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Mercado de productos agropecuarios,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Mercado_productos_agropecuarios,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Mercado de tierras rurales productivas en Colombia,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Mercado_tierras_rurales_productivas,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Metodología de evaluación de tierras 1:25.000,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/Metodologia_eval_tierras_1_25_000,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Metodología para el cálculo del a Unidad Agrícola Familiar por Unidades Físicas Homogéneas a escala municipal,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/159215/202100909_Met_UAF_Completo_A.pdf,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Metodología estimación de áreas de referencia como insumo para la identificación de las Zidres,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/104284/0_Zidres_nuevo,0,5,5,NO,NO,No Aplica,NO,NO
Gestión del conocimiento y comunicaciones,Publicaciones,Metodología formulación plan ordenamiento social de la propiedad rural,Información,Digital,Asesoría de Comunicaciones,Asesoría de Comunicaciones,SI,https://www.upra.gov.co/documents/10184/13821/Metodolog%C3%ADa_OSPR,0,5,5,NO,NO,No Aplica,NO,NO
